,Age,Gender,Country,Mental health issue inteferes with work,Do you work remotely?,mental health benefits by employer,Negative impacts from discussing mental health issues with employer,Comfortable discussing mental health issues with corworkers,Comfortable discussing mental health issues with direct supervisor(s),Bring up mental health issues in an interview,year,Diagonosed with a mental health condition,Mental health conditionn(s)
2241,33.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Yes,No,Maybe,2016,No,
2242,22.0,Male,United States of America,Not applicable to me,No,Don't know,Yes,Maybe,I don't know,Maybe,2016,No,
2243,35.0,Male,United States of America,Sometimes,Yes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2244,26.0,Male,United States of America,Rarely,No,Don't know,Maybe,Maybe,No,Maybe,2016,No,
2245,34.0,Male,United States of America,Sometimes,Yes,Yes,No,Yes,I don't know,Maybe,2016,No,
2246,40.0,Male,United States of America,Not applicable to me,Sometimes,,,,,No,2016,No,
2249,20.0,Male,United States of America,Often,Sometimes,,,,,Yes,2016,Yes,"Attention Deficit Hyperactivity Disorder|Mood Disorder (Depression, Bipolar Disorder, etc)"
2250,30.0,Female,United States of America,Often,Sometimes,Don't know,Maybe,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)"
2251,32.0,Male,United States of America,Not applicable to me,Sometimes,Yes,No,No,Yes,Maybe,2016,No,
2252,35.0,Male,United States of America,Not applicable to me,Yes,Yes,Maybe,Maybe,I don't know,Maybe,2016,No,
2253,29.0,Male,United States of America,Not applicable to me,Sometimes,Yes,No,Maybe,No,No,2016,No,
2254,29.0,Male,United States of America,Sometimes,No,No,No,Yes,No,Yes,2016,No,
2255,30.0,Male,United States of America,Not applicable to me,Yes,Yes,Maybe,Maybe,I don't know,No,2016,No,
2256,30.0,Male,United States of America,Sometimes,No,Don't know,Maybe,No,No,No,2016,No,
2257,38.0,Male,United States of America,Often,Yes,Yes,No,Yes,No,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2261,24.0,Male,United States of America,Not applicable to me,Yes,No,No,Maybe,No,Maybe,2016,No,
2262,35.0,Male,United States of America,Not applicable to me,No,Yes,Yes,Maybe,No,No,2016,No,
2264,36.0,Queer/Non-binary,United States of America,Often,Sometimes,Yes,Maybe,No,No,No,2016,Yes,Attention Deficit Hyperactivity Disorder
2266,35.0,Male,United States of America,Sometimes,Sometimes,Yes,No,Maybe,I don't know,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2267,25.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,No,Yes,No,No,2016,No,
2269,32.0,Female,United States of America,Sometimes,No,No,Maybe,No,No,No,2016,No,
2270,37.0,Male,United States of America,Sometimes,Sometimes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2273,40.0,Female,United States of America,Sometimes,No,Yes,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2274,45.0,Male,United States of America,Often,No,Yes,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2276,30.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Maybe,Yes,Maybe,2016,Yes,Attention Deficit Hyperactivity Disorder
2279,44.0,Male,United States of America,Often,Sometimes,,,,,Maybe,2016,No,
2280,29.0,Male,United States of America,Sometimes,No,No,Yes,No,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder"
2281,52.0,Male,United States of America,Not applicable to me,Yes,Yes,No,Maybe,Yes,Maybe,2016,No,
2284,27.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Maybe,I don't know,No,2016,No,
2287,26.0,Male,United States of America,Sometimes,Yes,,,,,Maybe,2016,No,
2292,32.0,Female,United States of America,Not applicable to me,Sometimes,Yes,Yes,Maybe,No,Maybe,2016,No,
2295,35.0,Male,United States of America,Sometimes,Yes,Yes,Maybe,Yes,I don't know,No,2016,No,
2297,45.0,Male,United States of America,Often,Yes,Yes,Yes,Maybe,No,No,2016,Yes,Attention Deficit Hyperactivity Disorder
2299,27.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Maybe,No,Maybe,2016,No,
2300,26.0,Male,United States of America,Often,Sometimes,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2304,34.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Yes,No,Maybe,2016,No,
2309,54.0,Female,United States of America,Sometimes,Sometimes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Aspergers"
2316,25.0,Male,United States of America,Often,Sometimes,Yes,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2319,27.0,Male,United States of America,Often,No,Yes,Yes,No,No,No,2016,Yes,"Attention Deficit Hyperactivity Disorder|Mood Disorder (Depression, Bipolar Disorder, etc)"
2324,32.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Yes,Yes,No,2016,No,
2326,56.0,Male,United States of America,Often,Sometimes,,,,,No,2016,Yes,Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder|Substance Use Disorder
2327,43.0,Male,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,No,
2331,45.0,Male,United States of America,Sometimes,No,Don't know,No,No,I don't know,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2332,40.0,Male,United States of America,Sometimes,Sometimes,Yes,Yes,No,No,No,2016,No,
2333,52.0,Male,United States of America,Often,Sometimes,No,Yes,No,Yes,No,2016,No,
2338,24.0,Female,United States of America,Often,Sometimes,,,,,No,2016,No,
2340,37.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2342,31.0,Female,United States of America,Often,Sometimes,Yes,Maybe,No,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder"
2345,25.0,Female,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,No,No,Maybe,2016,No,
2346,49.0,Male,United States of America,Often,Yes,,,,,No,2016,No,
2347,22.0,Female,United States of America,Often,Yes,No,No,Yes,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Obsessive-Compulsive Disorder"
2348,43.0,Male,United States of America,Often,Sometimes,,,,,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2349,33.0,Male,United States of America,Sometimes,No,,,,,No,2016,Yes,
2350,36.0,Female,United States of America,Sometimes,Sometimes,Yes,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2351,26.0,Female,United States of America,Sometimes,Sometimes,Yes,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder"
2352,43.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,I don't know,Maybe,2016,Yes,Attention Deficit Hyperactivity Disorder
2353,21.0,Male,United States of America,Sometimes,Sometimes,,,,,Maybe,2016,No,
2360,36.0,Male,United States of America,Often,No,Yes,Yes,No,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder"
2362,30.0,Queer/Non-binary,United States of America,Often,Sometimes,,,,,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2363,36.0,Male,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2364,31.0,Male,United States of America,Not applicable to me,Sometimes,,,,,Maybe,2016,No,
2367,30.0,Female,United States of America,Often,Yes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Post-traumatic Stress Disorder|Substance Use Disorder"
2369,49.0,Female,United States of America,Not applicable to me,Sometimes,No,No,Yes,No,Maybe,2016,No,
2373,26.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,No,Yes,No,Yes,2016,No,
2374,41.0,Male,United States of America,Often,Sometimes,Don't know,Maybe,Maybe,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2377,74.0,Female,United States of America,Often,Sometimes,No,Yes,Yes,Yes,Maybe,2016,No,
2379,47.0,Male,United States of America,Often,Sometimes,No,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2381,51.0,Male,United States of America,Sometimes,No,Yes,No,Maybe,Yes,No,2016,Yes,Obsessive-Compulsive Disorder
2382,26.0,Male,United States of America,Often,No,Yes,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder"
2383,24.0,Male,United States of America,Often,No,Yes,Yes,Maybe,No,Maybe,2016,No,
2384,33.0,Female,United States of America,Sometimes,Yes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2385,32.0,Female,United States of America,Often,Sometimes,Yes,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2386,57.0,Male,United States of America,Not applicable to me,Yes,Yes,Yes,No,No,No,2016,No,
2387,39.0,Male,United States of America,Sometimes,No,Yes,No,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2388,26.0,Female,United States of America,Often,Sometimes,No,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder"
2389,38.0,Male,United States of America,Sometimes,Sometimes,Don't know,Yes,No,I don't know,No,2016,No,
2391,30.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,No,No,No,2016,No,
2392,25.0,Female,United States of America,Often,Sometimes,Don't know,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2393,40.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2394,26.0,Female,United States of America,Often,Sometimes,Yes,Maybe,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)"
2395,34.0,Male,United States of America,Often,No,Yes,Maybe,Yes,Yes,No,2016,Yes,Attention Deficit Hyperactivity Disorder
2396,46.0,Female,United States of America,Sometimes,Sometimes,Yes,Yes,No,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2397,31.0,Female,United States of America,Often,Sometimes,No,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2399,30.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Yes,No,Yes,2016,No,
2400,26.0,Queer/Non-binary,United States of America,Often,Yes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2402,31.0,Male,United States of America,Often,No,Yes,No,Yes,No,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2403,40.0,Male,United States of America,Sometimes,Yes,Don't know,No,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2404,39.0,Male,United States of America,Often,Yes,Yes,Maybe,Yes,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2405,37.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Maybe,No,No,2016,No,
2406,27.0,Male,United States of America,Not applicable to me,Yes,Don't know,Maybe,Yes,No,Maybe,2016,No,
2407,45.0,Male,United States of America,Not applicable to me,Yes,Don't know,Maybe,No,No,No,2016,No,
2408,29.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Maybe,No,No,2016,No,
2409,47.0,Female,United States of America,Not applicable to me,Sometimes,Yes,No,Yes,No,No,2016,No,
2410,33.0,Male,United States of America,Not applicable to me,Yes,Don't know,No,Yes,No,Maybe,2016,No,
2411,32.0,Male,United States of America,Not applicable to me,Yes,Don't know,Maybe,No,No,No,2016,No,
2412,29.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,No,Yes,No,Maybe,2016,No,
2413,36.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2414,35.0,Female,United States of America,Not applicable to me,No,Don't know,Yes,No,No,No,2016,No,
2415,40.0,Male,United States of America,Sometimes,Yes,Yes,Maybe,Maybe,No,No,2016,No,
2416,36.0,Male,United States of America,Often,Yes,Yes,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2417,39.0,Female,United States of America,Not applicable to me,Sometimes,Don't know,Yes,No,I don't know,No,2016,No,
2418,38.0,Male,United States of America,Rarely,Yes,Yes,No,Maybe,I don't know,No,2016,No,
2419,23.0,Male,United States of America,Sometimes,Sometimes,Don't know,No,Yes,Yes,Maybe,2016,Yes,Asperger Syndrome
2420,29.0,Male,United States of America,Not applicable to me,Sometimes,No,Yes,No,No,No,2016,No,
2421,38.0,Male,United States of America,Not applicable to me,Yes,Don't know,No,Maybe,No,Yes,2016,No,
2422,34.0,Female,United States of America,Often,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2425,25.0,Female,United States of America,Sometimes,No,Yes,Yes,No,Yes,No,2016,No,
2426,36.0,Female,United States of America,Sometimes,Sometimes,Yes,No,Yes,Yes,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2427,57.0,Female,United States of America,Sometimes,Sometimes,No,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder"
2429,49.0,Male,United States of America,Often,No,Yes,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
2430,34.0,Male,United States of America,Sometimes,No,Don't know,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2433,32.0,Male,United States of America,Not applicable to me,Yes,,,,,No,2016,Yes,Post-traumatic Stress Disorder
2435,33.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,Post-traumatic Stress Disorder
2438,33.0,Female,United States of America,Often,Yes,Yes,Yes,Maybe,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2439,40.0,Male,United States of America,Not applicable to me,No,No,No,No,I don't know,No,2016,No,
2440,22.0,Male,United States of America,Often,Sometimes,,,,,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder"
2441,22.0,Female,United States of America,Often,No,No,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2442,23.0,Female,United States of America,Often,Sometimes,Yes,Maybe,Maybe,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
2445,32.0,Male,United States of America,Often,Yes,Yes,No,Yes,No,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2446,43.0,Male,United States of America,Often,Sometimes,Yes,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2447,49.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,Yes,Maybe,2016,No,
2449,29.0,Male,United States of America,Often,Yes,,,,,No,2016,No,
2451,30.0,Male,United States of America,Sometimes,No,Don't know,Yes,Maybe,No,Maybe,2016,No,
2452,43.0,Female,United States of America,Not applicable to me,Sometimes,No,No,Maybe,No,No,2016,No,
2453,30.0,Female,United States of America,Often,Sometimes,Yes,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
2454,33.0,Female,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder"
2455,27.0,Female,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)"
2456,26.0,Female,United States of America,Often,No,Don't know,Yes,No,Yes,No,2016,No,
2458,30.0,Male,United States of America,Sometimes,No,Don't know,Maybe,No,No,No,2016,No,
2459,39.0,Male,United States of America,Not applicable to me,No,Don't know,Maybe,No,No,Maybe,2016,No,
2460,36.0,Male,United States of America,Sometimes,No,Don't know,Maybe,Maybe,No,No,2016,No,
2462,25.0,Female,United States of America,Often,No,Yes,Maybe,No,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2464,38.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder"
2465,39.0,Male,United States of America,Not applicable to me,Yes,Yes,No,Maybe,No,Maybe,2016,No,
2466,32.0,Male,United States of America,Sometimes,No,Don't know,Maybe,Maybe,No,No,2016,No,
2467,27.0,Female,United States of America,Often,No,Don't know,Maybe,No,No,No,2016,No,
2468,31.0,Female,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
2471,26.0,Male,United States of America,Often,Yes,Don't know,Maybe,No,No,No,2016,No,
2473,29.0,Male,United States of America,Often,No,Don't know,No,Maybe,No,No,2016,No,
2475,49.0,Female,United States of America,Often,Yes,,,,,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Psychotic Disorder (Schizophrenia, Schizoaffective, etc)|Dissociative Disorder|Autism"
